cluster_id	Amplitude	ContamPct	KSLabel	amp	ch	depth	fr	group	n_spikes	sh
53	16.80000000	93.30000000	mua	1047.93237305	21	187.50000000	3.07727076		4088	1.00000000
54	17.10000000	67.80000000	mua	1153.83972168	0	175.00000000	3.58688727		4765	1.00000000
55	17.00000000	0.90000000	good	1266.95849609	16	150.00000000	5.81580085	noise	7726	1.00000000
56	13.90000000	77.80000000	mua	822.31909180	0	175.00000000	10.29997451		13683	1.00000000
57	56.90000000	0.00000000	good	3872.24511719	14	337.50000000	1.14042691	mua	1515	1.00000000
58	13.60000000	61.00000000	mua	820.28601074	14	337.50000000	4.03251944		5357	1.00000000
59	14.70000000	50.80000000	mua	925.02679443	14	337.50000000	5.09240134		6765	1.00000000
60	21.70000000	109.50000000	mua	1392.95507812	14	337.50000000	4.50299258		5982	1.00000000
61	16.10000000	38.90000000	mua	885.22351074	13	362.50000000	2.63916616		3506	1.00000000
62	29.10000000	0.00000000	good	1891.87719727	30	350.00000000	1.70123090	good	2260	1.00000000
63	34.80000000	0.00000000	good	2256.16601562	14	337.50000000	0.91610531	mua	1217	1.00000000
64	16.20000000	34.40000000	mua	898.70019531	30	350.00000000	1.68768127		2242	1.00000000
65	18.60000000	48.30000000	mua	965.67340088	30	350.00000000	4.35093566		5780	1.00000000
66	18.40000000	34.10000000	mua	1117.41113281	13	362.50000000	5.07809896		6746	1.00000000
67	28.00000000	9.20000000	good	1419.20080566	11	387.50000000	1.24807116	good	1658	1.00000000
68	17.10000000	151.90000000	mua	887.25762939	11	387.50000000	1.44905729		1925	1.00000000
69	26.40000000	0.00000000	good	1237.50708008	11	387.50000000	0.72189400	good	959	1.00000000
70	18.30000000	57.60000000	mua	1068.42138672	11	387.50000000	3.29331203		4375	1.00000000
71	22.80000000	0.00000000	good	1252.14941406	11	387.50000000	0.81297760	unsorted	1080	1.00000000
72	16.30000000	56.10000000	mua	875.93273926	11	387.50000000	3.53268877		4693	1.00000000
73	18.30000000	92.50000000	mua	947.91058350	12	375.00000000	2.12202208		2819	1.00000000
74	17.30000000	40.00000000	mua	901.29998779	11	387.50000000	4.55493282		6051	1.00000000
75	15.90000000	165.10000000	mua	821.48779297	11	387.50000000	3.97229887		5277	1.00000000
76	17.50000000	47.40000000	mua	824.54266357	10	400.00000000	3.04490221		4045	1.00000000
77	17.70000000	44.70000000	mua	983.10485840	27	412.50000000	4.88238213		6486	1.00000000
78	17.20000000	83.00000000	mua	819.49645996	25	425.00000000	7.19184071		9554	1.00000000
79	16.50000000	46.40000000	mua	942.91003418	28	437.50000000	1.39184776		1849	1.00000000
80	33.40000000	0.00000000	good	1804.23608398	25	425.00000000	5.65922739	good	7518	1.00000000
81	14.80000000	89.40000000	mua	1021.15386963	28	437.50000000	4.70096768		6245	1.00000000
82	47.10000000	0.00000000	good	2756.14575195	28	437.50000000	6.70857070	good	8912	1.00000000
83	16.40000000	45.30000000	mua	955.79754639	29	462.50000000	1.14945999		1527	1.00000000
84	19.00000000	50.00000000	mua	1023.96960449	8	475.00000000	2.46603205		3276	1.00000000
85	15.40000000	81.80000000	mua	938.27307129	29	462.50000000	7.09774608		9429	1.00000000
86	13.10000000	0.10000000	good	2312.64453125	8	475.00000000	35.73939851	noise	47478	1.00000000
87	12.70000000	0.30000000	good	2162.56372070	8	475.00000000	34.45067847	noise	45766	1.00000000
88	16.90000000	21.20000000	mua	968.89007568	8	475.00000000	2.34935471		3121	1.00000000
89	15.80000000	102.60000000	mua	843.04864502	8	475.00000000	1.23979084		1647	1.00000000
90	17.70000000	58.20000000	mua	1000.20880127	8	475.00000000	3.67947639		4888	1.00000000
91	16.60000000	77.70000000	mua	766.19384766	8	475.00000000	1.66509856		2212	1.00000000
92	16.50000000	5.20000000	good	1146.48901367	8	475.00000000	7.11957604	noise	9458	1.00000000
93	16.20000000	54.70000000	mua	778.08392334	26	525.00000000	8.75757535		11634	1.00000000
94	14.90000000	70.00000000	mua	697.47045898	26	525.00000000	6.71007621		8914	1.00000000
95	32.60000000	0.00000000	good	1776.10375977	20	75.00000000	5.20004560		6908	1.00000000
96	26.20000000	7.80000000	good	1565.84545898	20	75.00000000	2.72498047	good	3620	1.00000000
98	39.10000000	1.50000000	good	2486.02416992	16	150.00000000	5.81504810		7725	1.00000000
101	14.90000000	59.80000000	mua	839.95239258	16	150.00000000	2.60905588		3466	1.00000000
