"trial","sample","cell","time_in_ms","recording_name","hemi","genotype","sex","age","region"
96,159,8,15.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,184,8,18.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,1726,8,172.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,1750,8,175,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,4205,8,420.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,4230,8,423,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,6147,8,614.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,6171,8,617.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,10933,8,1093.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,10958,8,1095.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,11248,8,1124.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,11273,8,1127.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,11727,8,1172.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,11752,8,1175.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,12406,8,1240.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
96,12432,8,1243.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
97,5789,8,578.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
97,5813,8,581.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
97,11631,8,1163.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
97,11657,8,1165.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
97,13378,8,1337.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
97,13402,8,1340.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
97,14668,8,1466.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
97,14692,8,1469.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,984,8,98.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,1009,8,100.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,2490,8,249,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,2514,8,251.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,3689,8,368.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,3713,8,371.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,4701,8,470.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,4726,8,472.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,5148,8,514.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,5174,8,517.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,6185,8,618.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
99,6210,8,621,"20171208f016","RH","CBA/J","M","P30:60","ACx"
100,14973,8,1497.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
100,14997,8,1499.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
101,10160,8,1016,"20171208f016","RH","CBA/J","M","P30:60","ACx"
101,10184,8,1018.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
101,12603,8,1260.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
101,12627,8,1262.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
101,15079,8,1507.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
101,15102,8,1510.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
102,1307,8,130.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
102,1332,8,133.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
102,3413,8,341.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
102,3437,8,343.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
104,4244,8,424.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
104,4268,8,426.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
104,5893,8,589.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
104,5917,8,591.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
104,9511,8,951.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
104,9535,8,953.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
105,7725,8,772.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
105,7748,8,774.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
106,3402,8,340.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
106,3426,8,342.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
106,9492,8,949.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
106,9517,8,951.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
106,11414,8,1141.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
106,11438,8,1143.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
108,952,8,95.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
108,977,8,97.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
108,6202,8,620.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
108,6226,8,622.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
110,1446,8,144.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
110,1471,8,147.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
110,4630,8,463,"20171208f016","RH","CBA/J","M","P30:60","ACx"
110,4654,8,465.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
110,10967,8,1096.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
110,10992,8,1099.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
111,2959,8,295.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
111,2983,8,298.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,1279,8,127.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,1304,8,130.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,6572,8,657.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,6597,8,659.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,7884,8,788.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,7909,8,790.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,8659,8,865.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,8684,8,868.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,9281,8,928.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,9306,8,930.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,12580,8,1258,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,12604,8,1260.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,14370,8,1437,"20171208f016","RH","CBA/J","M","P30:60","ACx"
114,14396,8,1439.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
115,2045,8,204.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
115,2070,8,207,"20171208f016","RH","CBA/J","M","P30:60","ACx"
119,1192,8,119.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
119,1216,8,121.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
119,6715,8,671.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
119,6739,8,673.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
120,2778,8,277.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
120,2802,8,280.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
120,4119,8,411.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
120,4143,8,414.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
120,5249,8,524.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
120,5272,8,527.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
120,7396,8,739.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
120,7421,8,742.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
121,8378,8,837.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
121,8402,8,840.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
126,10876,8,1087.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
126,10900,8,1090,"20171208f016","RH","CBA/J","M","P30:60","ACx"
126,14119,8,1411.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
126,14143,8,1414.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
130,2490,8,249,"20171208f016","RH","CBA/J","M","P30:60","ACx"
130,2514,8,251.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
135,8519,8,851.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
135,8544,8,854.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
135,8728,8,872.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
135,9081,8,908.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
135,13370,8,1337,"20171208f016","RH","CBA/J","M","P30:60","ACx"
135,13395,8,1339.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
139,5083,8,508.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
139,5108,8,510.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
139,11021,8,1102.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
139,11045,8,1104.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
143,1426,8,142.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
143,1450,8,145,"20171208f016","RH","CBA/J","M","P30:60","ACx"
143,1570,8,157,"20171208f016","RH","CBA/J","M","P30:60","ACx"
148,4929,8,492.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
148,4953,8,495.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
149,7984,8,798.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
149,8008,8,800.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
149,10098,8,1009.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
149,10122,8,1012.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
149,14291,8,1429.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
149,14315,8,1431.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
150,8323,8,832.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
150,8347,8,834.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
151,5366,8,536.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
151,5391,8,539.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
152,11861,8,1186.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
152,11887,8,1188.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
152,13609,8,1360.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
152,13633,8,1363.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
152,14481,8,1448.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
152,14507,8,1450.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
155,8175,8,817.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
155,8199,8,819.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
155,15345,8,1534.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
155,15369,8,1536.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,990,8,99,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,1015,8,101.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,2529,8,252.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,2554,8,255.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,6571,8,657.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,6595,8,659.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,7117,8,711.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,9205,8,920.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
156,9229,8,922.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
164,2002,8,200.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
164,2026,8,202.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
164,6709,8,670.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
164,6734,8,673.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
164,14689,8,1468.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
164,14713,8,1471.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
170,9832,8,983.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
170,9856,8,985.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
171,10994,8,1099.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
171,11020,8,1102,"20171208f016","RH","CBA/J","M","P30:60","ACx"
178,6363,8,636.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
178,6388,8,638.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
178,7958,8,795.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
178,7983,8,798.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
179,10778,8,1077.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
179,10802,8,1080.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
180,12087,8,1208.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
180,12111,8,1211.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
181,7354,8,735.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
181,7379,8,737.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
181,8171,8,817.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
181,8195,8,819.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
182,12826,8,1282.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
182,12851,8,1285.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
182,13391,8,1339.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
182,13415,8,1341.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
188,10106,8,1010.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
188,10130,8,1013,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,3388,8,338.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,3412,8,341.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,8312,8,831.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,8336,8,833.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,8764,8,876.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,8790,8,879,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,9604,8,960.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,9629,8,962.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,10845,8,1084.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,10870,8,1087,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,12109,8,1210.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
189,12135,8,1213.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
190,2937,8,293.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
190,2961,8,296.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
190,3708,8,370.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
190,3733,8,373.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
190,4744,8,474.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
190,4770,8,477,"20171208f016","RH","CBA/J","M","P30:60","ACx"
190,5075,8,507.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
190,5100,8,510,"20171208f016","RH","CBA/J","M","P30:60","ACx"
191,3514,8,351.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
191,3538,8,353.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
191,6279,8,627.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
191,6303,8,630.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
191,9626,8,962.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
191,9650,8,965,"20171208f016","RH","CBA/J","M","P30:60","ACx"
192,11049,8,1104.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
192,11075,8,1107.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
192,11390,8,1139,"20171208f016","RH","CBA/J","M","P30:60","ACx"
192,11417,8,1141.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
194,2242,8,224.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
194,2266,8,226.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
194,3506,8,350.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
194,3530,8,353,"20171208f016","RH","CBA/J","M","P30:60","ACx"
194,6417,8,641.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
194,6443,8,644.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,4369,8,436.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,4394,8,439.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,7929,8,792.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,7954,8,795.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,8269,8,826.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,8293,8,829.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,9595,8,959.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,9620,8,962,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,13766,8,1376.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,13791,8,1379.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,14103,8,1410.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,14128,8,1412.8,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,14480,8,1448,"20171208f016","RH","CBA/J","M","P30:60","ACx"
195,14504,8,1450.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
199,10176,8,1017.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
199,10201,8,1020.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
200,14834,8,1483.4,"20171208f016","RH","CBA/J","M","P30:60","ACx"
200,14859,8,1485.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
201,8830,8,883,"20171208f016","RH","CBA/J","M","P30:60","ACx"
201,8857,8,885.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
207,7936,8,793.6,"20171208f016","RH","CBA/J","M","P30:60","ACx"
207,7962,8,796.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
208,5797,8,579.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
208,5822,8,582.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
208,5940,8,594,"20171208f016","RH","CBA/J","M","P30:60","ACx"
210,13257,8,1325.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
210,13281,8,1328.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
211,5505,8,550.5,"20171208f016","RH","CBA/J","M","P30:60","ACx"
211,5531,8,553.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
211,8189,8,818.9,"20171208f016","RH","CBA/J","M","P30:60","ACx"
211,8213,8,821.3,"20171208f016","RH","CBA/J","M","P30:60","ACx"
216,14011,8,1401.1,"20171208f016","RH","CBA/J","M","P30:60","ACx"
216,14037,8,1403.7,"20171208f016","RH","CBA/J","M","P30:60","ACx"
222,8952,8,895.2,"20171208f016","RH","CBA/J","M","P30:60","ACx"
5,8155,9,815.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
5,8321,9,832.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
10,13273,9,1327.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
15,14891,9,1489.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
19,85,9,8.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
21,11254,9,1125.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
23,825,9,82.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
23,976,9,97.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
24,5164,9,516.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
24,5436,9,543.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
24,5602,9,560.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
26,14440,9,1444,"20171208f018","RH","CBA/J","M","P30:60","ACx"
26,14652,9,1465.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
27,13149,9,1314.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
34,551,9,55.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
37,11142,9,1114.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
37,12151,9,1215.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
37,12633,9,1263.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
37,13446,9,1344.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
41,3973,9,397.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
41,4653,9,465.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
41,7046,9,704.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
45,7813,9,781.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
50,2523,9,252.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
51,3551,9,355.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
53,14154,9,1415.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
61,8394,9,839.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
61,11782,9,1178.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
61,14635,9,1463.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
63,5745,9,574.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
63,7612,9,761.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
64,59,9,5.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
64,5589,9,558.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
64,7117,9,711.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
64,7526,9,752.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
64,7983,9,798.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
64,12407,9,1240.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
64,14071,9,1407.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
65,6889,9,688.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
65,7743,9,774.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
65,12445,9,1244.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
65,12895,9,1289.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
66,1305,9,130.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
66,1494,9,149.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
66,13811,9,1381.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
67,8716,9,871.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
68,2324,9,232.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
68,6182,9,618.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
68,7179,9,717.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
68,10467,9,1046.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
68,12266,9,1226.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
68,12591,9,1259.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
69,147,9,14.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
69,3252,9,325.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
69,13100,9,1310,"20171208f018","RH","CBA/J","M","P30:60","ACx"
70,1795,9,179.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
70,2150,9,215,"20171208f018","RH","CBA/J","M","P30:60","ACx"
70,5086,9,508.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
70,6771,9,677.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
70,9548,9,954.8,"20171208f018","RH","CBA/J","M","P30:60","ACx"
71,1138,9,113.8,"20171208f018","RH","CBA/J","M","P30:60","ACx"
71,7020,9,702,"20171208f018","RH","CBA/J","M","P30:60","ACx"
71,10810,9,1081,"20171208f018","RH","CBA/J","M","P30:60","ACx"
72,716,9,71.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
72,7113,9,711.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
72,13604,9,1360.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
73,4361,9,436.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
73,6808,9,680.8,"20171208f018","RH","CBA/J","M","P30:60","ACx"
73,7952,9,795.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
73,9905,9,990.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
73,13189,9,1318.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
73,15189,9,1518.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
74,3677,9,367.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
74,6063,9,606.3,"20171208f018","RH","CBA/J","M","P30:60","ACx"
74,7456,9,745.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
74,8368,9,836.8,"20171208f018","RH","CBA/J","M","P30:60","ACx"
74,11409,9,1140.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
74,13625,9,1362.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
74,14996,9,1499.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
75,1088,9,108.8,"20171208f018","RH","CBA/J","M","P30:60","ACx"
75,3495,9,349.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
75,5630,9,563,"20171208f018","RH","CBA/J","M","P30:60","ACx"
75,9101,9,910.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
75,10089,9,1008.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
76,5144,9,514.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
76,6367,9,636.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
76,7247,9,724.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
76,10392,9,1039.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
76,11772,9,1177.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
76,15309,9,1530.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
77,2230,9,223,"20171208f018","RH","CBA/J","M","P30:60","ACx"
77,5948,9,594.8,"20171208f018","RH","CBA/J","M","P30:60","ACx"
77,10099,9,1009.9,"20171208f018","RH","CBA/J","M","P30:60","ACx"
77,11932,9,1193.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
78,411,9,41.1,"20171208f018","RH","CBA/J","M","P30:60","ACx"
78,2952,9,295.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
78,4627,9,462.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
78,8862,9,886.2,"20171208f018","RH","CBA/J","M","P30:60","ACx"
78,12114,9,1211.4,"20171208f018","RH","CBA/J","M","P30:60","ACx"
79,2340,9,234,"20171208f018","RH","CBA/J","M","P30:60","ACx"
79,5635,9,563.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
79,11717,9,1171.7,"20171208f018","RH","CBA/J","M","P30:60","ACx"
79,12526,9,1252.6,"20171208f018","RH","CBA/J","M","P30:60","ACx"
79,14775,9,1477.5,"20171208f018","RH","CBA/J","M","P30:60","ACx"
80,1130,9,113,"20171208f018","RH","CBA/J","M","P30:60","ACx"
