"trial","sample","cell","time_in_ms","recording_name","hemi","genotype","sex","age","region"
614,14718,14,1471.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
614,15001,14,1500.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,1343,14,134.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,2246,14,224.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,2971,14,297.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,4098,14,409.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,5996,14,599.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,6773,14,677.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,7770,14,777,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,9280,14,928,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,10670,14,1067,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,11208,14,1120.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,12232,14,1223.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,13296,14,1329.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,13651,14,1365.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
615,14424,14,1442.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,431,14,43.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,1622,14,162.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,1993,14,199.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,2475,14,247.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,3089,14,308.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,3487,14,348.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,4226,14,422.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,6052,14,605.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,7034,14,703.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,8504,14,850.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,9393,14,939.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,10409,14,1040.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,12746,14,1274.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,14693,14,1469.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
616,14999,14,1499.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
617,490,14,49,"20180219f017","RH","CBA/J","M","P30:60","ACx"
617,5410,14,541,"20180219f017","RH","CBA/J","M","P30:60","ACx"
617,5681,14,568.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
617,13545,14,1354.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,7674,14,767.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,8235,14,823.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,8580,14,858,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,9077,14,907.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,9803,14,980.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,10327,14,1032.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,11116,14,1111.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,12454,14,1245.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
618,13848,14,1384.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,572,14,57.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,931,14,93.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,1581,14,158.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,1886,14,188.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,4801,14,480.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,5530,14,553,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,12698,14,1269.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,13065,14,1306.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,14128,14,1412.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
619,14878,14,1487.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
620,333,14,33.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
620,1180,14,118,"20180219f017","RH","CBA/J","M","P30:60","ACx"
620,2308,14,230.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
620,3216,14,321.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
620,4906,14,490.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,356,14,35.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,1104,14,110.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,1647,14,164.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,2204,14,220.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,3823,14,382.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,12597,14,1259.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,12914,14,1291.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,14039,14,1403.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,14674,14,1467.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
621,15075,14,1507.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
622,393,14,39.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
622,812,14,81.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
622,2513,14,251.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
622,8973,14,897.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,1298,14,129.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,1563,14,156.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,2219,14,221.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,3336,14,333.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,3966,14,396.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,4966,14,496.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,5479,14,547.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,6111,14,611.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,8544,14,854.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,8926,14,892.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,9937,14,993.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,10540,14,1054,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,13949,14,1394.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,14176,14,1417.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
623,15009,14,1500.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
624,941,14,94.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
624,2236,14,223.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
624,11294,14,1129.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,168,14,16.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,818,14,81.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,1205,14,120.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,2093,14,209.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,2311,14,231.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,2810,14,281,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,3625,14,362.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,4510,14,451,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,13555,14,1355.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,14063,14,1406.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,14624,14,1462.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,14977,14,1497.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
625,15180,14,1518,"20180219f017","RH","CBA/J","M","P30:60","ACx"
626,270,14,27,"20180219f017","RH","CBA/J","M","P30:60","ACx"
626,1157,14,115.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
626,2031,14,203.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
626,2953,14,295.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
626,15359,14,1535.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
627,251,14,25.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
627,983,14,98.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
627,1738,14,173.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
627,11773,14,1177.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
627,12524,14,1252.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
627,13394,14,1339.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
627,14443,14,1444.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,492,14,49.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,1897,14,189.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,2581,14,258.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,2988,14,298.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,5907,14,590.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,6677,14,667.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,8573,14,857.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,9040,14,904,"20180219f017","RH","CBA/J","M","P30:60","ACx"
628,10031,14,1003.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
629,40,14,4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
629,915,14,91.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
629,1272,14,127.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
629,2149,14,214.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
629,2981,14,298.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
629,3805,14,380.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
629,5688,14,568.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
629,13877,14,1387.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,354,14,35.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,1446,14,144.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,2651,14,265.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,2931,14,293.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,3403,14,340.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,8279,14,827.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,9367,14,936.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,9937,14,993.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,10841,14,1084.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,11292,14,1129.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,12158,14,1215.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,12701,14,1270.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
630,15142,14,1514.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
631,7737,14,773.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
631,8524,14,852.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
631,9347,14,934.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
631,10098,14,1009.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,148,14,14.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,690,14,69,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,3277,14,327.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,6358,14,635.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,6625,14,662.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,7214,14,721.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,7705,14,770.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,8445,14,844.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
632,9419,14,941.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
633,309,14,30.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
633,1034,14,103.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
633,1851,14,185.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
633,2413,14,241.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
633,3120,14,312,"20180219f017","RH","CBA/J","M","P30:60","ACx"
633,3668,14,366.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
633,4495,14,449.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
633,5335,14,533.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
634,1148,14,114.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
634,2336,14,233.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
634,3579,14,357.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
634,4417,14,441.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
634,4962,14,496.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
634,5770,14,577,"20180219f017","RH","CBA/J","M","P30:60","ACx"
634,12093,14,1209.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
634,12539,14,1253.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
635,1948,14,194.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
635,2780,14,278,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,542,14,54.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,1040,14,104,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,2106,14,210.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,3912,14,391.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,4994,14,499.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,6746,14,674.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,8266,14,826.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,11048,14,1104.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,11359,14,1135.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,11691,14,1169.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,12183,14,1218.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,13130,14,1313,"20180219f017","RH","CBA/J","M","P30:60","ACx"
636,14494,14,1449.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,87,14,8.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,542,14,54.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,1223,14,122.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,1911,14,191.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,2845,14,284.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,3116,14,311.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,3626,14,362.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,4325,14,432.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,5638,14,563.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,7216,14,721.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
637,7881,14,788.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
638,1994,14,199.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
638,12731,14,1273.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
638,12989,14,1298.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
638,14008,14,1400.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
638,15333,14,1533.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
639,1191,14,119.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
639,1607,14,160.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
639,4183,14,418.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
639,4435,14,443.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,645,14,64.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,12875,14,1287.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,13281,14,1328.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,13610,14,1361,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,13809,14,1380.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,14032,14,1403.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,14437,14,1443.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,14747,14,1474.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
641,15098,14,1509.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,315,14,31.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,674,14,67.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,875,14,87.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,1472,14,147.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,2098,14,209.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,2644,14,264.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,3155,14,315.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,12206,14,1220.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,12689,14,1268.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,12852,14,1285.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
642,13459,14,1345.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
643,3458,14,345.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
643,4275,14,427.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
643,4672,14,467.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
643,5261,14,526.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
644,555,14,55.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
644,1131,14,113.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
644,2309,14,230.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,263,14,26.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,2240,14,224,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,11797,14,1179.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,12467,14,1246.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,12920,14,1292,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,13335,14,1333.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,13857,14,1385.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,14420,14,1442,"20180219f017","RH","CBA/J","M","P30:60","ACx"
645,14952,14,1495.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
646,6279,14,627.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
647,2059,14,205.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
647,2327,14,232.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
647,3061,14,306.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
647,5228,14,522.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
648,8035,14,803.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
648,8474,14,847.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
648,8726,14,872.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
648,9337,14,933.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
648,9870,14,987,"20180219f017","RH","CBA/J","M","P30:60","ACx"
648,11599,14,1159.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
649,7399,14,739.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
649,7825,14,782.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
649,8283,14,828.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
649,9218,14,921.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
649,9619,14,961.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
649,10314,14,1031.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
649,10724,14,1072.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
649,12304,14,1230.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,388,14,38.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,785,14,78.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,1403,14,140.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,9984,14,998.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,10849,14,1084.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,11275,14,1127.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,11931,14,1193.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,12446,14,1244.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
650,13176,14,1317.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,352,14,35.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,1062,14,106.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,1683,14,168.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,2908,14,290.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,3465,14,346.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,5989,14,598.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,7659,14,765.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,9456,14,945.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,13347,14,1334.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
651,15340,14,1534,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,118,14,11.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,1636,14,163.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,2096,14,209.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,2538,14,253.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,3119,14,311.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,4773,14,477.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,8850,14,885,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,10728,14,1072.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,12254,14,1225.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,13025,14,1302.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,13275,14,1327.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,14113,14,1411.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
652,14583,14,1458.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
653,399,14,39.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
653,854,14,85.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
653,1883,14,188.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
653,2723,14,272.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
653,3447,14,344.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
653,4256,14,425.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
653,4977,14,497.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
654,7273,14,727.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
654,7541,14,754.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
654,8558,14,855.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
654,8966,14,896.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
654,9533,14,953.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
654,9903,14,990.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
654,10277,14,1027.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
655,10064,14,1006.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
655,10579,14,1057.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
655,11072,14,1107.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,670,14,67,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,1304,14,130.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,1708,14,170.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,2097,14,209.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,2659,14,265.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,3520,14,352,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,3855,14,385.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,10597,14,1059.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,11083,14,1108.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
656,11891,14,1189.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,1893,14,189.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,3065,14,306.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,12466,14,1246.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,12635,14,1263.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,13053,14,1305.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,13360,14,1336,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,13694,14,1369.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,14641,14,1464.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
657,14999,14,1499.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
658,1620,14,162,"20180219f017","RH","CBA/J","M","P30:60","ACx"
658,2915,14,291.5,"20180219f017","RH","CBA/J","M","P30:60","ACx"
658,11844,14,1184.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
658,12962,14,1296.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
658,13642,14,1364.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
658,14940,14,1494,"20180219f017","RH","CBA/J","M","P30:60","ACx"
659,218,14,21.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
659,7722,14,772.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
659,8862,14,886.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
659,9170,14,917,"20180219f017","RH","CBA/J","M","P30:60","ACx"
659,9753,14,975.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
659,11789,14,1178.9,"20180219f017","RH","CBA/J","M","P30:60","ACx"
659,12457,14,1245.7,"20180219f017","RH","CBA/J","M","P30:60","ACx"
659,14083,14,1408.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
660,4324,14,432.4,"20180219f017","RH","CBA/J","M","P30:60","ACx"
660,9563,14,956.3,"20180219f017","RH","CBA/J","M","P30:60","ACx"
660,11151,14,1115.1,"20180219f017","RH","CBA/J","M","P30:60","ACx"
660,12860,14,1286,"20180219f017","RH","CBA/J","M","P30:60","ACx"
660,13482,14,1348.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
660,14152,14,1415.2,"20180219f017","RH","CBA/J","M","P30:60","ACx"
660,15336,14,1533.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
661,2470,14,247,"20180219f017","RH","CBA/J","M","P30:60","ACx"
661,3548,14,354.8,"20180219f017","RH","CBA/J","M","P30:60","ACx"
661,4096,14,409.6,"20180219f017","RH","CBA/J","M","P30:60","ACx"
