cluster_id	Amplitude	ContamPct	KSLabel	amp	ch	depth	fr	group	n_spikes	sh
49	57.90000000	400.00000000	mua	3956.76611328	0	255.00000000	0.00920950		19	1.00000000
50	15.20000000	198.40000000	mua	1153.91455078	14	255.00000000	1.95095882		4025	1.00000000
51	15.10000000	90.90000000	mua	1319.04345703	29	240.00000000	0.79928723		1649	1.00000000
52	14.10000000	108.10000000	mua	1242.79663086	29	240.00000000	1.51908197		3134	1.00000000
53	17.10000000	100.40000000	mua	1541.98828125	16	285.00000000	0.45902062		947	1.00000000
54	97.30000000	0.00000000	mua	4312.69140625	28	210.00000000	0.00048471		1	1.00000000
55	18.20000000	126.70000000	mua	1249.02416992	0	255.00000000	0.47307722		976	1.00000000
56	15.70000000	97.00000000	mua	938.54534912	29	240.00000000	0.87538674		1806	1.00000000
57	16.00000000	118.00000000	mua	891.02770996	19	225.00000000	2.49480373		5147	1.00000000
58	17.70000000	110.50000000	mua	1059.85253906	14	255.00000000	3.78170949		7802	1.00000000
59	16.40000000	55.80000000	mua	868.17657471	0	255.00000000	5.77144512		11907	1.00000000
60	13.80000000	51.20000000	mua	1715.82373047	16	285.00000000	2.12787806		4390	1.00000000
61	15.50000000	39.30000000	mua	1593.75878906	31	270.00000000	1.09302165		2255	1.00000000
62	15.50000000	1.90000000	good	4063.41479492	16	285.00000000	13.66640591	noise	28195	1.00000000
63	18.20000000	75.10000000	mua	1015.61199951	15	330.00000000	1.01062090		2085	1.00000000
64	16.30000000	71.40000000	mua	2736.43383789	16	285.00000000	0.24235513		500	1.00000000
65	15.20000000	77.70000000	mua	2050.43823242	31	270.00000000	1.93932577		4001	1.00000000
66	15.70000000	113.90000000	mua	1220.90600586	30	285.00000000	1.20402030		2484	1.00000000
67	81.70000000	834.80000000	mua	6996.21923828	14	255.00000000	0.04410863		91	1.00000000
68	15.90000000	34.00000000	mua	782.21105957	14	255.00000000	3.59897372		7425	1.00000000
69	17.10000000	1.60000000	good	4585.04394531	16	285.00000000	16.46512298	noise	33969	1.00000000
70	15.30000000	4.80000000	good	5862.33691406	16	285.00000000	23.76776783	noise	49035	1.00000000
71	14.50000000	4.80000000	good	5643.47607422	16	285.00000000	15.83936203	noise	32678	1.00000000
72	17.60000000	59.50000000	mua	1071.62402344	13	315.00000000	3.79867434		7837	1.00000000
73	15.60000000	71.60000000	mua	1551.78833008	18	315.00000000	2.06486573		4260	1.00000000
74	15.50000000	134.60000000	mua	1212.00390625	1	300.00000000	1.68388346		3474	1.00000000
75	16.10000000	106.20000000	mua	1289.22900391	18	315.00000000	1.02128453		2107	1.00000000
76	15.70000000	84.70000000	mua	1066.06958008	18	315.00000000	1.53992451	good	3177	1.00000000
77	19.40000000	258.60000000	mua	1357.93725586	1	300.00000000	0.29082616		600	1.00000000
78	20.00000000	191.60000000	mua	1466.15771484	16	285.00000000	0.68101792		1405	1.00000000
79	14.90000000	139.60000000	mua	1274.23425293	13	315.00000000	2.06874341		4268	1.00000000
80	16.20000000	53.90000000	mua	791.26678467	16	285.00000000	3.00811190		6206	1.00000000
81	14.90000000	86.70000000	mua	1433.93774414	18	315.00000000	3.63241872		7494	1.00000000
82	16.60000000	136.50000000	mua	1408.09167480	13	315.00000000	4.41667993		9112	1.00000000
83	16.40000000	37.20000000	mua	1047.52075195	13	315.00000000	2.64797218		5463	1.00000000
84	19.10000000	21.40000000	mua	3162.28125000	16	285.00000000	2.67220769		5513	1.00000000
85	15.70000000	84.70000000	mua	2054.29272461	15	330.00000000	3.15885680		6517	1.00000000
86	15.10000000	117.00000000	mua	2094.37866211	15	330.00000000	1.96113773		4046	1.00000000
87	15.70000000	32.90000000	mua	1618.10595703	15	330.00000000	2.34454355		4837	1.00000000
88	15.00000000	43.60000000	mua	1654.33984375	15	330.00000000	2.40610175		4964	1.00000000
89	21.50000000	0.00000000	good	4806.39648438	16	285.00000000	2.10945907		4352	1.00000000
